Id,SalePrice
1461,127708.41956433399
1462,158510.17866981082
1463,190494.75827431245
1464,179855.5952103513
1465,187436.61416843228
1466,173227.81299017766
1467,165204.08849483024
1468,169546.90667679737
1469,181000.24627871907
1470,125583.82039395004
1471,201380.48290963346
1472,98417.73436638522
1473,101306.36885665052
1474,150286.24215078412
1475,154226.32126213374
1476,356478.60588623484
1477,243990.79324072442
1478,264597.4295334526
1479,275098.0500366415
1480,460531.798300739
1481,289333.12853882136
1482,200921.66975261993
1483,167358.46566550856
1484,170670.98013312792
1485,176284.93837772481
1486,194758.47141617723
1487,306652.70040079503
1488,241734.38919097482
1489,206723.24357093405
1490,185060.64055299756
1491,186039.31095731232
1492,92743.2807323542
1493,188554.17436718618
1494,309237.30658312375
1495,290747.31671901024
1496,238317.05102967986
1497,188415.74133943362
1498,152399.88551787092
1499,152942.78350353107
1500,153310.32184513568
1501,168881.6335197048
1502,164307.54290284432
1503,260602.92626655748
1504,237178.67875601962
1505,213188.48140936645
1506,178195.0905779434
1507,211555.00449461493
1508,197518.6627885661
1509,163916.24964881453
1510,148946.93308767577
1511,146675.31124457007
1512,158494.77011235102
1513,154759.0201958333
1514,190935.328300861
1515,198727.71167039208
1516,149921.95509919614
1517,150789.98316847553
1518,143233.50143130912
1519,233089.8031111983
1520,140659.65773609106
1521,145371.96193317033
1522,169321.58278812707
1523,120209.17207002341
1524,126346.05591554607
1525,129168.49862100711
1526,127958.44466176369
1527,105230.30976314272
1528,138110.71522134196
1529,147665.60896934307
1530,167780.70421382086
1531,134093.51654172738
1532,99288.46191994035
1533,148063.341442951
1534,110260.75831589426
1535,150706.59324902415
1536,116787.91110217168
1537,76195.77000821129
1538,169036.52592412021
1539,250771.65003828253
1540,118186.70372577637
1541,151773.3523868622
1542,155673.5851792719
1543,223856.67920927805
1544,84999.60492142157
1545,108688.77258822281
1546,122712.03349203472
1547,134085.6945320325
1548,130574.48658732223
1549,104960.55972469246
1550,143289.791555735
1551,121121.95302055651
1552,140013.19510181725
1553,138489.448784362
1554,107354.4056438362
1555,171248.92479530888
1556,89230.3882140199
1557,133616.60492567925
1558,88256.33734142127
1559,130147.15911659705
1560,154000.866854883
1561,162557.81416973216
1562,130063.74860026798
1563,123044.63990616461
1564,170907.5506507439
1565,152839.97527350622
1566,201309.83290895208
1567,83770.00547674233
1568,207709.03851984593
1569,161861.54439454473
1570,137746.247128274
1571,124028.46443375637
1572,144617.23359082287
1573,245089.73695270467
1574,99466.52486262957
1575,238826.7813106469
1576,199607.69488020436
1577,201184.63537733472
1578,142553.35886173547
1579,146269.54877430716
1580,197805.98975861014
1581,143350.98128401328
1582,127404.01497536858
1583,325304.7259011422
1584,228437.16379188033
1585,138885.33763747467
1586,67613.60731141357
1587,107252.08684914245
1588,143951.85738077082
1589,90690.85468632226
1590,130533.92187905306
1591,101111.61324936725
1592,115055.54375630135
1593,112045.49976006408
1594,163161.60677400298
1595,126896.63849162792
1596,223820.50086440306
1597,175571.03312477627
1598,191932.81757505995
1599,196004.43217675723
1600,181678.66286165902
1601,73234.76443381753
1602,113394.63724497918
1603,85295.22980709789
1604,272940.54002367286
1605,248420.8412786228
1606,164604.3782803848
1607,173976.31465253024
1608,207517.05315964407
1609,191428.40977823827
1610,158793.823827423
1611,139730.05356651376
1612,160366.9521811548
1613,161047.28817649986
1614,116890.90223905945
1615,90434.13604421433
1616,83304.5527081685
1617,96023.19909322649
1618,123835.20456095011
1619,135133.2667484313
1620,191335.63734303377
1621,149268.81170358122
1622,148781.46796476148
1623,295770.55484253797
1624,199164.8206626986
1625,126924.36145187006
1626,171398.72409965305
1627,197729.17885396947
1628,291254.50522442005
1629,179860.34936851528
1630,350856.83707555867
1631,205741.02730424394
1632,239425.4616147598
1633,167515.9731588998
1634,179239.17895382553
1635,176040.7389930839
1636,144578.50914243748
1637,186873.861001498
1638,202623.46462874478
1639,174724.2724682555
1640,274923.74608901644
1641,197401.59381100774
1642,231640.71105312466
1643,216892.6661339022
1644,240398.4312274965
1645,186095.50170552387
1646,158662.785148023
1647,166453.84866579965
1648,129774.1290950125
1649,139615.7436397832
1650,120824.66731666673
1651,120898.43835212101
1652,100870.11188661247
1653,101868.57273803887
1654,152929.4720937799
1655,168104.25427598468
1656,150920.36466073708
1657,154308.90572138215
1658,150960.91300211343
1659,152137.3201669675
1660,147549.49762414105
1661,436930.90520414803
1662,422559.1035172512
1663,383480.3777027959
1664,433124.2657244374
1665,278057.874204295
1666,329551.2665468077
1667,356465.7756630661
1668,331072.3852779421
1669,279795.814514249
1670,354826.70492155495
1671,264143.7208457497
1672,447546.4113055138
1673,285731.721642386
1674,251909.05338483935
1675,170578.03513744587
1676,174506.50613824057
1677,211446.42571703665
1678,477810.5727025861
1679,370863.283927936
1680,323159.6416373309
1681,229474.0060444137
1682,288717.73747537786
1683,188212.29728617353
1684,171566.17406131516
1685,171173.8024508652
1686,163660.45021878046
1687,167349.90025151137
1688,186197.844621803
1689,184396.76725929728
1690,183551.86620966636
1691,174857.1294383734
1692,272277.2240867863
1693,172797.59133808693
1694,178582.06974090668
1695,168626.26078359774
1696,272272.14774483006
1697,171269.87891712433
1698,342439.64040561905
1699,316668.7349765393
1700,241828.72997930882
1701,266947.237634469
1702,251244.197292281
1703,247915.85757051446
1704,297920.5620941289
1705,206127.31189992253
1706,420703.61256137246
1707,214112.4092996985
1708,213033.7699625037
1709,248695.5612933872
1710,220819.30661419663
1711,282327.9027032969
1712,242447.44369295397
1713,276870.9724739944
1714,234182.0424624187
1715,201880.88323040467
1716,175624.50358994835
1717,163773.1542127963
1718,121911.8516871044
1719,203010.8051618918
1720,262686.02089788095
1721,169576.6389188548
1722,120045.00544169043
1723,157453.77643388975
1724,210415.31585312425
1725,228846.80536060833
1726,178286.11038996023
1727,149120.78549566554
1728,190752.38845696213
1729,165564.19927428977
1730,164871.0082132878
1731,134941.31163772085
1732,130867.08157237328
1733,120070.25348926283
1734,128335.38865515322
1735,131734.19143143922
1736,121473.43981889503
1737,316465.1008048066
1738,237310.1771629655
1739,287778.7131924764
1740,168796.40999593973
1741,169265.8910613523
1742,166438.69679791844
1743,163595.5121708955
1744,291660.2831786344
1745,204502.93605512034
1746,253240.58421610834
1747,222151.22656862554
1748,206886.59314352192
1749,157768.6202730708
1750,152337.33911721007
1751,235813.25857013883
1752,123672.32560420365
1753,148072.07980873305
1754,223368.8530847674
1755,169409.5162546342
1756,118774.35980951542
1757,116479.82415237938
1758,152314.35225177064
1759,170267.17141683653
1760,159202.84259100136
1761,160284.33597217393
