Id,SalePrice
1461,127040.33
1462,155156.91
1463,192560.68
1464,182763.72
1465,205606.2
1466,177831.08
1467,171057.21
1468,170958.77
1469,185678.89
1470,122428.01
1471,202972.6
1472,97216.0
1473,99206.5
1474,152665.5
1475,142796.75
1476,425583.08
1477,255636.6
1478,295661.61
1479,277301.7
1480,443946.2
1481,311859.41
1482,212897.21
1483,172972.24
1484,174226.76
1485,167992.95
1486,193129.8
1487,334502.21
1488,244878.76
1489,210092.52
1490,196726.92
1491,189095.45
1492,98184.61
1493,177861.39
1494,306764.24
1495,306910.29
1496,229155.3
1497,184302.5
1498,152269.99
1499,151451.33
1500,152755.43
1501,172660.23
1502,163900.16
1503,301528.64
1504,229198.95
1505,213322.3
1506,185086.19
1507,220586.82
1508,200673.42
1509,168085.41
1510,155155.24
1511,153954.5
1512,166787.5
1513,162229.99
1514,185076.8
1515,179985.95
1516,163959.4
1517,155936.19
1518,145458.51
1519,225107.24
1520,139604.75
1521,147922.5
1522,174008.5
1523,117347.54
1524,122915.58
1525,126718.98
1526,131770.5
1527,102061.2
1528,135277.0
1529,146854.87
1530,175133.3
1531,136362.16
1532,104675.66
1533,150241.79
1534,115458.83
1535,157225.84
1536,114998.83
1537,75389.22
1538,185250.15
1539,276981.44
1540,124372.53
1541,155184.84
1542,155425.25
1543,215200.27
1544,89341.98
1545,106540.3
1546,118765.71
1547,140151.26
1548,144181.18
1549,109727.5
1550,148855.24
1551,120473.24
1552,145786.4
1553,145852.5
1554,114681.07
1555,180346.08
1556,102335.62
1557,142884.94
1558,93600.36
1559,131503.18
1560,158860.03
1561,170059.72
1562,124390.33
1563,123216.42
1564,164832.66
1565,158356.75
1566,213535.8
1567,85094.86
1568,213807.3
1569,150040.16
1570,124009.0
1571,143138.81
1572,145421.09
1573,235979.87
1574,127183.49
1575,210252.81
1576,210737.0
1577,203490.66
1578,157527.63
1579,141794.53
1580,192712.3
1581,140447.0
1582,127256.08
1583,328887.24
1584,221579.88
1585,139572.0
1586,75441.47
1587,103527.5
1588,149629.1
1589,103307.68
1590,133144.0
1591,105627.46
1592,126811.26
1593,117663.88
1594,138465.13
1595,136620.82
1596,226224.15
1597,175251.2
1598,185708.91
1599,210633.4
1600,196894.0
1601,79425.61
1602,114472.76
1603,91425.48
1604,264757.79
1605,251138.58
1606,166400.22
1607,170640.47
1608,205228.79
1609,199456.61
1610,146560.22
1611,154698.06
1612,153321.01
1613,170389.1
1614,121764.85
1615,85650.5
1616,80475.93
1617,87694.97
1618,126395.6
1619,133312.5
1620,159021.67
1621,141510.99
1622,154561.36
1623,286035.51
1624,207853.24
1625,130017.83
1626,179443.22
1627,194884.0
1628,293697.53
1629,173342.07
1630,341786.04
1631,221410.5
1632,244680.11
1633,165872.1
1634,182011.15
1635,177916.99
1636,159341.13
1637,185332.5
1638,211624.04
1639,187700.34
1640,254404.99
1641,193869.97
1642,216924.95
